date,category,region,sales,units,discount,rating,month,month_n,revenue
2024-08-02,Clothing,West,571.5242141486166,7,0.18147745384211308,1.7409137861896387,August,8,3274.6381846906775
2024-09-08,Food,South,240.56298604862815,14,0.21214175749130246,4.671009956685509,September,9,2653.413439612831
2024-07-08,Electronics,West,686.2570939478517,15,0.00714475699132775,2.6981097007854475,July,7,10220.309306670291
2024-10-22,Clothing,West,810.056600262707,7,0.318719131145611,1.3481558503506346,October,10,3863.132451137466
2024-07-31,Furniture,West,208.25910644438756,9,0.11766718933739116,4.262994574017124,July,7,1653.7845846164391
2024-07-26,Clothing,North,289.9676673479696,48,0.36473441398396445,2.4940387321535504,July,7,8841.911045928517
2024-08-24,Clothing,West,,8,0.3870045054455111,3.105996776615124,August,8,
2024-12-03,Electronics,South,412.6128626547599,23,0.07418354987066174,1.4492173776448767,December,12,8786.086842956882
2024-02-22,Books,West,539.135965074751,29,0.18483891630626426,1.0103360593799295,February,2,12744.99706890946
2024-10-06,Clothing,West,489.24889451638444,18,0.000492734066570355,3.5519408231731906,October,10,8802.140848542438
2024-08-04,Food,South,346.42722207664184,31,0.23933090604897078,3.0607006813349265,August,8,8169.010915247345
2024-09-08,Books,West,693.2609510267735,30,0.2429225793050685,,September,9,15745.566380155946
2024-07-06,Furniture,South,569.6774907864274,39,0.09901598224135007,4.174975401522065,July,7,20017.54226454144
2024-02-10,Electronics,West,416.0387037907592,35,0.22336506903327918,3.5864236536914404,February,2,11308.85664993071
2024-06-05,Furniture,South,725.7537671991231,18,0.09021605697749419,1.6990937713095087,June,6,11885.024231745409
2024-01-15,Books,West,423.7391067659371,42,0.06433018763127603,2.4430900764423993,January,1,16652.15540188095
2024-10-27,Books,West,313.72392249417,39,0.2606077867209059,4.623564419151041,October,10,9046.63599105097
2024-03-05,Books,North,527.5267734631603,17,0.13037018558082997,4.079778801006716,March,3,7798.801171834499
2024-12-10,Furniture,North,552.9736434833999,14,0.236105575554249,3.226548231746869,December,12,5913.788763713904
2024-11-22,Books,West,,31,0.17329869958866226,2.022579991237089,November,11,
2024-01-09,Furniture,West,604.452668997873,24,0.3937405629611616,2.20824200733918,January,1,8794.923235758572
2024-12-09,Books,East,577.4187092866537,35,0.05983225706702631,3.927832270342538,December,12,19000.465562305642
2024-05-08,Food,South,571.3240462173761,44,0.18583943865432406,4.404697043411083,May,5,20466.578271859362
2024-05-15,Books,East,413.9369299537753,45,0.2721826505437301,3.6856986781224577,May,5,13557.171564046006
2024-03-03,Furniture,North,397.88835881441696,34,0.1582180335519875,,March,3,11387.798333725459
2024-05-18,Clothing,North,611.3547374388677,3,0.389879940748276,4.066624540801624,May,5,1118.9993658900723
2024-03-21,Books,North,536.5184766049831,37,0.28875505117077405,1.598815871827831,March,3,14119.054088237282
2024-06-11,Clothing,North,,43,0.2627935430257972,2.695779251653208,June,6,
2024-10-15,Food,West,243.90842665586024,40,0.30282370704448935,,October,10,6801.886908661748
2024-09-17,Electronics,North,424.88204263736094,26,0.38105945521548684,1.9409423392079392,September,9,6837.394796417248
2024-08-18,Food,West,786.0528352865833,23,0.3631274611938561,4.477038498604211,August,8,11514.155691428883
2024-02-10,Books,West,582.879972852116,44,0.2897141232505648,2.8915678625327286,February,2,18216.5021525059
2024-01-28,Clothing,North,544.3325676468729,39,0.29966465564051326,3.1414324073706434,January,1,14867.398112153198
2024-05-14,Clothing,North,606.1886550454511,15,,,May,5,
2024-07-19,Furniture,South,831.2675788799272,49,0.04111696179706628,,July,7,39057.33069820309
2024-11-23,Clothing,East,799.7074313430542,4,0.22836180073766574,1.9209846737114797,November,11,2468.3392090330444
2024-09-24,Furniture,North,263.07188640311097,29,,1.8247446580737057,September,9,
2024-02-02,Electronics,South,318.42482613959476,22,0.19294255262063664,3.5518431732638804,February,2,5653.716802061656
2024-02-17,Books,South,,25,0.08413983196754744,2.0275353905828593,February,2,
2024-03-02,Furniture,East,387.9338166589606,13,,,March,3,
2024-08-03,Electronics,West,508.2378947978386,18,0.31032189431718243,1.2338184564342156,August,8,6309.369873367135
2024-10-19,Clothing,North,536.3022716101694,33,0.37649500169295463,1.5670975741084074,October,10,11034.775849427988
2024-04-08,Clothing,East,270.4281885219121,16,0.0289665088585366,2.0981610160005015,April,4,4201.517248055906
2024-06-20,Electronics,North,219.8972260446336,45,,3.3881876675827667,June,6,
2024-12-25,Clothing,South,385.2812919566824,42,0.35301339432784,3.703364980349504,December,12,10469.417083105614
2024-08-01,Electronics,South,637.4256898406932,44,0.033003413776168514,2.7708678671181084,August,8,27121.09250608213
2024-02-04,Furniture,West,663.5544367540468,2,0.32980561875873354,,February,2,889.4209103205511
2024-08-14,Furniture,South,755.8737289006528,35,0.14312054037130856,3.8980674055944724,August,8,22669.24353287704
2024-04-10,Electronics,South,495.1504623612329,42,0.12883788088773415,1.0632843670623298,April,4,18116.965694941253
2024-05-10,Furniture,East,624.2230235585158,34,0.39098655452591435,2.364360097896882,May,5,12925.447286935183
2024-09-13,Furniture,North,651.484244157449,30,0.08034363594491767,,September,9,17974.248936630393
2024-01-05,Furniture,North,425.4711450991068,13,0.2772775763290724,3.412877640853489,January,1,3997.4679834449275
2024-08-05,Food,East,558.1767322295699,13,0.3285762912039466,2.3489085310216815,August,8,4872.050192324112
2024-09-11,Books,West,598.805768856463,18,0.01647339811170867,4.6220991693186955,September,9,10600.945254621049
2024-12-24,Clothing,North,363.6263574372314,32,0.2681541833417649,4.090490909797531,December,12,8515.789712547517
2024-10-09,Food,South,746.3144256661164,32,0.3806199897421308,2.0595817889469337,October,10,14792.0715719896
2024-07-25,Furniture,North,494.178157591996,35,0.04968798669122374,3.5811593501028676,July,7,16436.8203956065
2024-01-15,Electronics,South,513.0552842220009,39,0.35848852107401535,3.3830029127558268,January,1,12836.103311929837
2024-12-11,Furniture,West,357.8987930086813,46,0.23791065495077446,2.6047516561559307,December,12,12546.539410863137
2024-02-11,Books,East,383.08607061837,29,0.24664183274498963,2.4678243168192027,February,2,8369.429581797382
2024-06-27,Furniture,North,170.52280987519862,49,0.24517766994624238,,June,6,6307.006809188255
2024-03-03,Electronics,East,508.2733814627918,29,0.11953435453492554,3.4686231335825872,March,3,12978.000275588236
2024-12-17,Books,North,,44,0.3740807261197839,,December,12,
2024-08-18,Furniture,South,347.20708278432693,16,,4.327452453005688,August,8,
2024-08-28,Books,East,946.4295392232459,44,,3.6784104645358475,August,8,
2024-02-21,Clothing,North,712.1376893918621,47,0.3133690903766459,1.2797264228377365,February,2,22981.860223877768
2024-04-05,Clothing,South,428.9616828534337,10,0.24490319435246322,3.5606728953126643,April,4,3239.075964678195
2024-08-09,Furniture,East,504.08970572283175,30,0.19375937902961626,2.084589746000739,August,8,12192.527921002615
2024-08-18,Books,East,479.7349538127594,25,0.2643280473197003,3.3712479666136907,August,8,8823.188756010653
2024-08-24,Electronics,North,755.9245960096567,39,0.2212005810367834,3.7205277244138055,August,8,22959.83180994067
2024-05-22,Furniture,North,577.5523595176941,20,,1.9233167566160483,May,5,
2024-06-19,Clothing,North,677.2961072932721,5,0.3135330213675448,2.8274345795214746,June,6,2324.7070620656787
2024-01-29,Clothing,South,553.7257768042023,1,0.19236153257959396,1.7612994512762712,January,1,447.21023774931973
2024-02-05,Furniture,North,483.20412191080743,30,0.016301642436989106,1.2093555031460332,February,2,14259.813032740145
2024-01-13,Books,East,548.9635047606072,49,0.0655997923957989,2.5139056939434763,January,1,25134.629027956616
2024-06-08,Clothing,East,438.95836491918783,3,0.17544288659581536,2.451777087383968,June,6,1085.8387268471588
2024-11-22,Books,North,282.16939347936534,45,,4.981921962817028,November,11,
2024-07-05,Clothing,North,,14,0.2373114593240715,2.7854094047905686,July,7,
2024-08-30,Clothing,West,274.825332748537,30,0.26011767434938154,2.3342781978888016,August,8,6100.1521902507775
2024-03-26,Food,East,,4,0.19171157143051493,,March,3,
2024-10-10,Clothing,South,434.0203568576874,18,0.24629680877689714,1.3550695764310738,October,10,5888.20550434972
2024-03-06,Electronics,West,596.5030896581105,37,0.1316069751258649,,March,3,19165.96752787404
2024-06-18,Furniture,North,734.7056877400294,25,0.18807303707866604,3.5398401823641326,June,6,14913.183942194799
2024-02-14,Furniture,North,680.7455970951122,48,0.29771162623798225,4.0193512797633915,February,2,22947.826479819847
2024-03-02,Books,East,600.863752834264,1,0.34873311158924847,1.6819117526956702,March,3,391.322666667178
2024-05-13,Clothing,North,405.5192531568827,46,0.17346213358255558,,May,5,15418.142841592326
2024-10-10,Electronics,South,472.4796269605305,15,0.017464663082944476,2.690756453584758,October,10,6963.418941931643
2024-01-28,Books,East,450.60894394162733,9,0.06466901765872106,4.287225775604347,January,1,3793.216555698197
2024-04-17,Food,North,429.45778299058344,15,0.00834445571661524,1.0049467190376378,April,4,6388.112873073941
2024-02-13,Books,East,439.63233370597436,49,,,February,2,
2024-12-05,Books,North,,24,,4.924945497377216,December,12,
2024-10-12,Clothing,North,428.9860710949256,4,,2.8995461740248745,October,10,
2024-11-26,Food,North,642.7824527042831,12,0.19731073871351984,2.530105120976033,November,11,6191.4548655493545
2024-05-07,Books,South,341.8044666700862,37,0.03261059582097068,1.4793160080705854,May,5,12234.346716235106
2024-12-13,Electronics,South,,37,,4.896658514512062,December,12,
2024-08-18,Electronics,East,262.4889918440732,43,,1.0801054237032979,August,8,
2024-07-08,Furniture,North,712.3224203766274,6,0.16735991546706108,3.9487209000289725,July,7,3558.649201902616
2024-08-12,Food,North,380.524556201362,39,0.08143131213689708,4.074399219154033,August,8,13631.97974929341
2024-10-09,Food,South,599.1162847583211,46,0.33618096251077345,1.9746268642554665,October,10,18294.42059264994
2024-04-30,Furniture,North,571.297829031846,24,0.06967733463130146,3.686233774452149,April,4,12755.791656582194
2024-04-25,Books,South,697.8257931636157,11,0.3843122205947908,1.3717165775175597,April,4,4726.0709430504385
2024-08-20,Food,North,468.4974952437359,13,0.16636294645877633,2.0281890657283195,August,8,5077.239329843608
2024-09-15,Electronics,East,357.86903190711314,34,0.33849811680761976,4.15160795316906,September,9,8048.855310454837
2024-12-24,Electronics,North,266.63750361925577,25,0.25150592728237803,4.458744768134161,December,12,4989.41477558091
2024-07-16,Clothing,North,82.30465328268497,7,0.2941401194663011,3.4339456506391652,July,7,406.66886913438464
2024-05-16,Food,West,524.2029838818354,4,0.3070895552267121,3.0273537272819304,May,5,1452.9028908521889
2024-11-13,Books,South,616.3208858733371,8,,1.6372160824759212,November,11,
2024-06-13,Furniture,North,570.7532157796761,20,0.21732020934531537,1.2524361323166007,June,6,8934.340148838499
2024-08-12,Furniture,North,270.5353545240788,29,0.20559834712349,1.4705961138942345,August,8,6232.498251068364
2024-11-02,Books,West,,45,0.2352233512360317,,November,11,
2024-08-21,Clothing,West,395.26759575269716,46,0.011757778302602918,2.3666980075876833,August,8,17968.525841615166
2024-06-20,Furniture,South,363.96447587873683,10,0.15820606793960612,,June,6,3063.8308728026223
2024-05-31,Food,West,391.90516470452246,43,,2.385287074356014,May,5,
2024-11-10,Clothing,East,511.7613383759116,34,0.23908942610234574,,November,11,13239.756865196381
2024-06-08,Food,West,277.2947642724392,26,0.31718243784225264,3.0388969870067926,June,6,4922.885108429968
2024-04-05,Electronics,East,494.4446129421323,41,0.26200373553284345,,April,4,14960.82937082531
2024-08-20,Clothing,South,564.4172368075504,49,0.396853326536269,2.118814153885917,August,8,16680.89256247718
2024-06-28,Furniture,South,666.0985844365423,3,0.11354181144345801,4.769548076408933,June,6,1771.4056336790825
2024-04-22,Clothing,South,526.3934985831867,6,0.1436604118664926,4.493346646895391,April,4,2704.6295506372926
2024-11-13,Clothing,South,299.0557252709313,5,0.15353886074711853,1.6470568454084384,November,11,1265.6952495646462
2024-02-21,Clothing,South,522.3335341478336,5,0.18632512280809943,4.145103827028378,February,2,2125.0483712547493
2024-09-24,Clothing,East,340.961258908082,47,0.3343992255124838,3.2983495292710665,September,9,10666.371665974522
2024-10-21,Food,East,332.3082265449574,23,0.09431683758368395,3.2663014486856743,October,10,6922.217206826475
2024-04-22,Electronics,South,295.59445946900314,49,0.3104000828141718,2.5641710522326977,April,4,9988.253823750298
2024-04-10,Books,West,213.3119480158964,9,0.16212407323429737,3.004611996728039,April,4,1608.5605152061494
2024-04-22,Clothing,North,414.9255248096907,35,0.24074215346480343,2.588715109716844,April,4,11026.241115382221
2024-03-21,Furniture,South,669.3333114570362,20,0.25301621329052243,3.1589304750397713,March,3,9999.622631259419
2024-07-05,Clothing,West,838.4726023141313,49,0.14913945487557378,3.5118002110905433,July,7,34957.739518368006
2024-04-22,Furniture,North,413.96222624898587,42,0.20504608208232208,3.6972152256361936,April,4,13821.397532315332
2024-01-02,Food,South,662.9158290154484,35,,3.1299247702377047,January,1,
2024-05-09,Furniture,South,440.81265226451075,18,0.02765311447464778,3.885688269314927,May,5,7715.210571532208
2024-08-07,Books,East,252.38964208271582,17,0.17486615552673063,1.5651121971020232,August,8,3540.339006508044
2024-02-23,Electronics,North,605.1413392169115,24,0.03895735702142087,1.8479299636089541,February,2,13957.599168398821
2024-12-08,Furniture,North,,3,0.1620083196321286,4.27494001629708,December,12,
2024-08-11,Furniture,West,772.7029411941674,32,,2.2901119113856607,August,8,
2024-08-12,Electronics,East,269.7982277025866,35,0.23176595973740033,1.091575299904481,August,8,7254.386388327643
2024-05-05,Books,East,919.4049062502916,38,0.26504851160332815,1.6151645986721244,May,5,25677.284162938467
2024-05-09,Clothing,East,738.7575984782234,13,0.03810460318185052,1.894457737985245,May,5,9237.89793342824
2024-02-22,Furniture,East,497.3114639657219,47,0.2608492982121752,,February,2,17276.641527077514
2024-06-20,Electronics,North,455.2043312302223,25,0.12485922267857884,,June,6,9959.19680682236
2024-08-05,Food,North,392.6285196697074,9,0.15961837845484445,4.730922961905019,August,8,2969.620128224124
2024-06-08,Electronics,South,516.4598958781689,4,0.3431945015690823,3.3006534019864997,June,6,1356.8547973273626
2024-07-16,Food,South,472.4095766886532,14,0.0036121616518201005,2.917417760551407,July,7,6589.844197045003
2024-09-03,Books,East,,37,0.2353650533362422,2.254910764776384,September,9,
2024-11-19,Clothing,East,455.84500084725414,34,0.23948559204004305,3.4254837777335023,November,11,11787.007491989089
2024-07-21,Electronics,East,712.2445537244994,11,0.1586639105374248,1.5567920984701193,July,7,6591.607523287461
2024-07-02,Furniture,South,518.756904674967,41,0.09481114284333447,4.593046509170824,July,7,19252.49175707937
2024-05-02,Books,West,,3,0.09386961530462044,4.317329620565134,May,5,
2024-09-11,Electronics,West,,28,0.3534838678643011,2.270125791506948,September,9,
2024-10-20,Furniture,South,256.6214554703372,29,0.17680974951314302,4.811190110405177,October,10,6126.200126058932
2024-10-06,Electronics,South,551.1482528415701,9,0.13235574519566878,4.3008030696622725,October,10,4303.805536110899
2024-11-20,Food,South,963.3869901568133,3,0.17951102953256123,3.665227543340159,November,11,2371.345199146465
2024-04-07,Electronics,South,288.3724204391326,25,0.2677561605837446,1.4870476445010992,April,4,5278.973208102728
2024-07-16,Electronics,South,243.72450806472386,34,0.05830262729790068,,July,7,7803.50078286051
2024-08-27,Electronics,South,,12,0.1797735340854951,3.0244302193870034,August,8,
2024-05-23,Books,East,644.418603552604,42,0.2351537484441548,1.9302054334615204,May,5,20701.00844112258
2024-04-06,Electronics,East,,9,0.37943334194057354,1.3198615774372078,April,4,
2024-07-19,Furniture,East,,15,0.10101111283016771,4.106894521886771,July,7,
2024-05-03,Food,East,566.1452272791903,40,0.14370029916649824,1.48814020849758,May,5,19391.599549899423
2024-07-05,Food,South,687.4707979116823,25,0.15174343596896953,3.377163002247099,July,7,14578.790422705864
2024-11-21,Electronics,West,563.0486880776781,5,0.24221526305795316,4.745796695534642,November,11,2133.3485099025393
2024-12-14,Books,North,458.6285651597012,11,0.14269282121600066,,December,12,4325.041174374987
2024-09-15,Books,South,341.37031228499865,34,0.21340477011987824,2.1110104949970445,September,9,9129.688815046293
2024-05-27,Furniture,North,409.4845617645856,24,0.3127161319380118,4.405794550205061,May,5,6754.371204509579
2024-09-08,Electronics,West,461.43165931291725,15,0.28215423764488146,1.0013300244819576,September,9,4968.551418814027
2024-12-11,Food,East,704.4729653160058,38,0.17854745860503424,1.0707512384530289,December,12,21990.26209270946
2024-05-26,Books,West,615.4879337794496,8,0.3456864710696676,3.41021265537146,May,5,3221.776655722163
2024-05-27,Electronics,South,549.5478602363924,5,0.22325609983754516,2.459192876578118,May,5,2134.2897414297354
2024-12-17,Books,East,963.3869901568133,48,0.215962335800885,2.5458433646365886,December,12,36255.92090315346
2024-07-17,Books,South,579.1075573538724,26,0.01367510637566327,,July,7,14850.8931975068
2024-11-03,Food,East,539.2906416660239,18,0.3946771921428647,1.7671298223674423,November,11,5876.00865835837
2024-05-07,Clothing,North,275.2010897739568,6,,,May,5,
2024-02-08,Furniture,North,670.8736359292516,37,0.09245236497105865,2.9384063480754588,February,2,22527.441922561793
2024-12-03,Furniture,North,431.2232228710286,48,0.020678734896610786,4.017014177375453,December,12,20270.691463872794
2024-12-25,Food,West,,13,0.2560011867347655,3.4779910056303507,December,12,
2024-05-08,Books,South,677.7815437266335,28,0.089880470789072,2.1894201929473556,May,5,17272.14214556151
2024-09-23,Electronics,West,399.494120966698,5,0.0720041749890894,2.721348710035685,September,9,1853.6443818674973
2024-05-30,Books,North,642.4574120893906,13,0.035422233689296555,1.6826590341999936,May,5,8056.101761538214
2024-10-24,Food,South,445.85187811161524,17,0.04132358284960627,1.2985192573483268,October,10,7266.270578492895
2024-04-08,Furniture,North,446.74515085299134,40,0.2338682801770355,4.130784162976597,April,4,13690.62522982288
2024-09-19,Books,West,538.6209851873987,45,0.2752831463466382,2.0615496367527784,September,9,17565.646756350852
2024-09-08,Furniture,West,542.6708883754311,32,0.15895159538576042,1.7110655514049928,September,9,14605.199516759949
2024-05-23,Electronics,West,505.78272730263376,29,0.1919588326368293,3.7664722222772773,May,5,11852.104696650704
2024-12-11,Furniture,North,963.3869901568133,3,0.27438709439319364,3.472206697148744,December,12,2097.1380994544434
2024-04-21,Furniture,South,481.78300407734906,40,0.006951916074191856,3.5327585040538563,April,4,19137.34756268125
2024-02-29,Clothing,South,841.771809228261,34,,1.9155784193864545,February,2,
2024-01-02,Clothing,North,82.3993656796967,40,0.3892390992281386,,January,1,2013.0524322224624
2024-10-30,Clothing,South,630.4610660342619,27,0.23204489187818722,1.8832105191425565,October,10,13072.476495589244
2024-09-10,Furniture,North,658.5687400034462,13,0.1016898319589973,1.695010382649178,September,9,7690.786941487613
2024-05-19,Food,South,296.2478421070772,45,0.20869201865448528,,May,5,10549.047686207221
2024-02-06,Furniture,East,429.5841629885681,33,0.13706139524836614,4.392063540997606,February,2,12233.257021680864
2024-06-08,Food,East,58.9497458946866,6,0.21289799553051966,3.897269878706645,June,6,278.39677894004603
2024-01-09,Food,West,778.0948065967818,24,0.05029660472265954,4.168374535042172,January,1,17735.0227121431
2024-08-20,Clothing,East,665.4537900166674,19,0.053085861527710956,2.6191937163407992,August,8,11972.424443068292
2024-04-08,Books,East,,16,0.05741694481575715,3.6163031814879925,April,4,
2024-05-26,Electronics,East,518.0970838992192,40,0.3759279167707367,,May,5,12933.197058559685
2024-10-30,Clothing,North,696.8137924624465,28,0.29315956733653675,3.10201848787456,October,10,13791.012551400681
2024-07-26,Clothing,East,,33,0.06495275786492836,2.9265393861394493,July,7,
2024-05-10,Books,East,703.8736440815837,48,0.07533963350624058,1.7075485805754176,May,5,31240.514961685207
2024-05-31,Electronics,West,477.69553638316694,41,0.2923317899483506,2.5483150413425233,May,5,13860.04775245947
2024-02-23,Furniture,East,398.1137124929841,13,0.062465537916869575,4.855289101929404,February,2,4852.189228770363
2024-04-29,Furniture,East,771.6425399497915,43,0.09382451733393148,1.9943210308597683,April,4,30067.472696640958
2024-06-09,Clothing,South,496.87268590022956,45,0.38533873312815964,1.5352149451179549,June,6,13743.37775652521
2024-04-25,Electronics,West,365.18001376363037,25,0.10212260989137274,2.674322486495741,April,4,8197.171941948025
2024-03-15,Clothing,West,363.55491537650414,42,0.2646529401484587,4.161350943440592,March,3,11228.239600900904
2024-04-22,Food,West,364.01319904714387,36,0.39145251496021216,3.328592919119889,April,4,7974.695404851375
2024-04-13,Clothing,West,626.6663526544053,27,0.14971870685591707,3.723899308952978,April,4,14386.752271031586
